matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,50,second,alpha_beta,な,2307,33,63,10,9,,,な,る,る,0.14826,False,3552.0,4,4,True,476,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,51,first,greedy,る,4286,63,2,14,13,,,る,う,う,2e-05,False,-16050.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,52,second,alpha_beta,う,199,2,63,10,9,,,う,る,る,0.149775,False,3544.0,4,4,True,470,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,53,first,greedy,る,4286,63,2,13,12,,,る,う,う,2.1e-05,False,-16027.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,54,second,alpha_beta,う,199,2,63,9,8,,,う,る,る,0.148915,False,3536.0,4,4,True,462,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,55,first,greedy,る,4286,63,2,12,11,,,る,う,う,2.1e-05,False,-16004.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,56,second,alpha_beta,う,199,2,63,8,7,,,う,る,る,0.147978,False,3528.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,57,first,greedy,る,4286,63,2,11,10,,,る,う,う,2.1e-05,False,-15981.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,58,second,alpha_beta,う,199,2,63,7,6,,,う,る,る,0.147079,False,3520.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,59,first,greedy,る,4286,63,2,10,9,,,る,う,う,2e-05,False,-15958.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,60,second,alpha_beta,う,199,2,63,6,5,,,う,る,る,0.1485,False,3512.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,61,first,greedy,る,4286,63,2,9,8,,,る,う,う,2.3e-05,False,-15935.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,62,second,alpha_beta,う,199,2,63,5,4,,,う,る,る,0.147221,False,3504.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,63,first,greedy,る,4286,63,2,8,7,,,る,う,う,2e-05,False,-15912.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,64,second,alpha_beta,う,199,2,63,4,3,,,う,る,る,0.152527,False,3496.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,65,first,greedy,る,4286,63,2,7,6,,,る,う,う,2.3e-05,False,-15889.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,66,second,alpha_beta,う,199,2,63,3,2,,,う,る,る,0.14844,False,3488.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,67,first,greedy,る,4286,63,2,6,5,,,る,う,う,2.4e-05,False,-15866.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,68,second,alpha_beta,う,199,2,63,2,1,,,う,る,る,0.148725,False,3480.0,4,4,True,461,20,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,69,first,greedy,る,4286,63,2,5,4,,,る,う,う,2.1e-05,False,-15843.5,,,,,15,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
greedy vs alpha_beta,greedy,alpha_beta,D50000_seed0_greedy_vs_alpha_beta_0,50000,0,second,ended_with_n,70,second,alpha_beta,う,191,2,55,9,8,,,う,む,む,0.200006,True,320.0,4,3,True,546,17,ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→ぷ -> ぷ→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→る -> る→ね -> ね→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→る -> る→よ -> よ→る -> る→な -> な→る -> る→な -> な→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→む
