matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
random vs monte_carlo,random,monte_carlo,D1000_seed0_random_vs_monte_carlo_0,1000,0,second,no_legal_move,24,second,monte_carlo,の,つけもの,のぼせる,の,る,る,0.002819,False,0.7,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねばねば -> ばらあど -> どうじつ -> つもる -> るり -> りくるうと -> とうりやく -> くらべる -> るうきい -> いしがけ -> けいそつ -> つゆあけ -> けつ -> ついとつ -> つど -> どじ -> じゆういちがつ -> つけもの -> のぼせる
random vs monte_carlo,random,monte_carlo,D1000_seed0_random_vs_monte_carlo_0,1000,0,second,no_legal_move,25,first,random,る,のぼせる,るみのおる,る,る,る,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねばねば -> ばらあど -> どうじつ -> つもる -> るり -> りくるうと -> とうりやく -> くらべる -> るうきい -> いしがけ -> けいそつ -> つゆあけ -> けつ -> ついとつ -> つど -> どじ -> じゆういちがつ -> つけもの -> のぼせる -> るみのおる
random vs monte_carlo,random,monte_carlo,D1000_seed0_random_vs_monte_carlo_0,1000,0,second,no_legal_move,26,second,monte_carlo,る,るみのおる,るぽるたあじゆ,る,ゆ,ゆ,0.000214,False,0.4,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねばねば -> ばらあど -> どうじつ -> つもる -> るり -> りくるうと -> とうりやく -> くらべる -> るうきい -> いしがけ -> けいそつ -> つゆあけ -> けつ -> ついとつ -> つど -> どじ -> じゆういちがつ -> つけもの -> のぼせる -> るみのおる -> るぽるたあじゆ
random vs monte_carlo,random,monte_carlo,D1000_seed0_random_vs_monte_carlo_0,1000,0,second,no_legal_move,27,first,random,ゆ,るぽるたあじゆ,ゆうぜい,ゆ,い,い,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねばねば -> ばらあど -> どうじつ -> つもる -> るり -> りくるうと -> とうりやく -> くらべる -> るうきい -> いしがけ -> けいそつ -> つゆあけ -> けつ -> ついとつ -> つど -> どじ -> じゆういちがつ -> つけもの -> のぼせる -> るみのおる -> るぽるたあじゆ -> ゆうぜい
random vs monte_carlo,random,monte_carlo,D1000_seed0_random_vs_monte_carlo_0,1000,0,second,no_legal_move,28,second,monte_carlo,い,ゆうぜい,いらいら,い,ら,ら,0.003024,False,1.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねばねば -> ばらあど -> どうじつ -> つもる -> るり -> りくるうと -> とうりやく -> くらべる -> るうきい -> いしがけ -> けいそつ -> つゆあけ -> けつ -> ついとつ -> つど -> どじ -> じゆういちがつ -> つけもの -> のぼせる -> るみのおる -> るぽるたあじゆ -> ゆうぜい -> いらいら
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,1,first,random,ANY,,ないない,な,い,い,5.6e-05,False,0.0,,,,,,ないない
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,2,second,alpha_beta,い,ないない,いくら,い,ら,ら,0.006951,False,-37.0,4,4,True,160,20,ないない -> いくら
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,3,first,random,ら,いくら,らんぐ,ら,ぐ,ぐ,2e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,4,second,alpha_beta,ぐ,らんぐ,ぐるうぷほおむ,ぐ,む,む,0.002465,False,-37.0,4,4,True,23,4,ないない -> いくら -> らんぐ -> ぐるうぷほおむ
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,5,first,random,む,ぐるうぷほおむ,むね,む,ね,ね,2e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,6,second,alpha_beta,ね,むね,ねぼける,ね,る,る,0.003837,False,-22.0,4,4,True,67,10,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,7,first,random,る,ねぼける,るり,る,り,り,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,8,second,alpha_beta,り,るり,りいだあしつぷ,り,ぷ,ぷ,0.005763,False,-22.0,4,4,True,101,16,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,9,first,random,ぷ,りいだあしつぷ,ぷうる,ぷ,る,る,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,10,second,alpha_beta,る,ぷうる,るみのおる,る,る,る,0.000404,False,31.0,4,4,True,10,3,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,11,first,random,る,るみのおる,るぽるたあじゆ,る,ゆ,ゆ,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる -> るぽるたあじゆ
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,12,second,alpha_beta,ゆ,るぽるたあじゆ,ゆらぐ,ゆ,ぐ,ぐ,0.001073,False,221.0,4,4,True,22,6,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる -> るぽるたあじゆ -> ゆらぐ
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,13,first,random,ぐ,ゆらぐ,ぐんぷく,ぐ,く,く,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,14,second,alpha_beta,く,ぐんぷく,くらべる,く,る,る,0.001283,False,1000000.0,4,4,True,45,19,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく -> くらべる
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,15,first,random,る,くらべる,るうきい,る,い,い,1e-06,False,0.0,,,,,,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく -> くらべる -> るうきい
random vs alpha_beta,random,alpha_beta,D1000_seed0_random_vs_alpha_beta_0,1000,0,second,no_legal_move,16,second,alpha_beta,い,るうきい,いらいら,い,ら,ら,0.000834,False,1000000.0,4,4,True,29,20,ないない -> いくら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りいだあしつぷ -> ぷうる -> るみのおる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく -> くらべる -> るうきい -> いらいら
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,1,first,greedy,ANY,,ぜんでら,ぜ,ら,ら,0.001348,False,-23.0,,,,,1000,ぜんでら
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,2,second,random,ら,ぜんでら,らんぐ,ら,ぐ,ぐ,2e-06,False,0.0,,,,,,ぜんでら -> らんぐ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,3,first,greedy,ぐ,らんぐ,ぐるうぷほおむ,ぐ,む,む,5e-06,False,-150.5,,,,,4,ぜんでら -> らんぐ -> ぐるうぷほおむ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,4,second,random,む,ぐるうぷほおむ,むりよう,む,う,う,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,5,first,greedy,う,むりよう,うけとめる,う,る,る,3.5e-05,False,-92.0,,,,,25,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,6,second,random,る,うけとめる,るり,る,り,り,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,7,first,greedy,り,るり,りふれつしゆ,り,ゆ,ゆ,2.6e-05,False,-138.0,,,,,16,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,8,second,random,ゆ,りふれつしゆ,ゆくえ,ゆ,え,え,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,9,first,greedy,え,ゆくえ,えつせえ,え,え,え,1.9e-05,False,-196.5,,,,,10,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,10,second,random,え,えつせえ,えんしゆつ,え,つ,つ,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,11,first,greedy,つ,えんしゆつ,つもる,つ,る,る,1.9e-05,False,-69.0,,,,,12,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,12,second,random,る,つもる,るぽるたあじゆ,る,ゆ,ゆ,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる -> るぽるたあじゆ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,13,first,greedy,ゆ,るぽるたあじゆ,ゆらぐ,ゆ,ぐ,ぐ,9e-06,False,-58.5,,,,,5,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる -> るぽるたあじゆ -> ゆらぐ
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,14,second,random,ぐ,ゆらぐ,ぐんぷく,ぐ,く,く,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,15,first,greedy,く,ぐんぷく,くれる,く,る,る,3e-05,False,-46.0,,,,,19,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく -> くれる
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,16,second,random,る,くれる,るうきい,る,い,い,1e-06,False,0.0,,,,,,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく -> くれる -> るうきい
greedy vs random,greedy,random,D1000_seed0_greedy_vs_random_0,1000,0,first,no_legal_move,17,first,greedy,い,るうきい,いくら,い,ら,ら,4.1e-05,False,1000000.0,,,,,29,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むりよう -> うけとめる -> るり -> りふれつしゆ -> ゆくえ -> えつせえ -> えんしゆつ -> つもる -> るぽるたあじゆ -> ゆらぐ -> ぐんぷく -> くれる -> るうきい -> いくら
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,1,first,greedy,ANY,,ぜんでら,ぜ,ら,ら,0.00133,False,-23.0,,,,,1000,ぜんでら
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,2,second,minimax,ら,ぜんでら,らんぐ,ら,ぐ,ぐ,0.000885,False,37.0,3,3,True,,1,ぜんでら -> らんぐ
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,3,first,greedy,ぐ,らんぐ,ぐるうぷほおむ,ぐ,む,む,5e-06,False,-150.5,,,,,4,ぜんでら -> らんぐ -> ぐるうぷほおむ
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,4,second,minimax,む,ぐるうぷほおむ,むね,む,ね,ね,0.032046,False,37.0,3,3,True,,7,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むね
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,5,first,greedy,ね,むね,ねぼける,ね,る,る,2.1e-05,False,-92.0,,,,,10,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,6,second,minimax,る,ねぼける,るり,る,り,り,0.008615,False,22.0,3,3,True,,4,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,7,first,greedy,り,るり,りふれつしゆ,り,ゆ,ゆ,2.6e-05,False,-138.0,,,,,16,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りふれつしゆ
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,8,second,minimax,ゆ,りふれつしゆ,ゆらぐ,ゆ,ぐ,ぐ,0.016246,False,126.5,3,3,True,,6,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りふれつしゆ -> ゆらぐ
greedy vs minimax,greedy,minimax,D1000_seed0_greedy_vs_minimax_0,1000,0,second,no_legal_move,9,first,greedy,ぐ,ゆらぐ,ぐんぶ,ぐ,ぶ,ぶ,4e-06,False,-173.5,,,,,3,ぜんでら -> らんぐ -> ぐるうぷほおむ -> むね -> ねぼける -> るり -> りふれつしゆ -> ゆらぐ -> ぐんぶ
